ダウンロードした時刻：2026/05/29 13:35:30

,,,舞鶴,舞鶴,舞鶴,舞鶴
年,月,日,降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm)
,,,,現象なし情報,品質情報,均質番号
2025,7,8,0.0,0,8,1
2025,7,9,3.0,0,8,1
2025,7,10,0,1,8,1
2025,7,11,0.0,0,8,1
2025,7,12,0,1,8,1
2025,7,13,0,1,8,1
2025,7,14,2.5,0,8,1
2025,7,15,4.0,0,8,1
2025,7,16,0.0,0,8,1
2025,7,17,9.0,0,8,1
2025,7,18,0.5,0,8,1
2025,7,19,0,1,8,1
2025,7,20,0,1,8,1
2025,7,21,0,1,8,1
2025,7,22,0,1,8,1
2025,7,23,0,1,8,1
2025,7,24,0,1,8,1
2025,7,25,0,1,8,1
2025,7,26,0.0,0,8,1
2025,7,27,0,1,8,1
2025,7,28,0,1,8,1
2025,7,29,0,1,8,1
2025,7,30,0,1,8,1
2025,7,31,0,1,8,1
2025,8,1,0,1,8,1
2025,8,2,0,1,8,1
2025,8,3,0.0,0,8,1
2025,8,4,0.0,0,8,1
2025,8,5,29.0,0,8,1
2025,8,6,13.5,0,8,1
2025,8,7,28.0,0,8,1
2025,8,8,0.5,0,8,1
2025,8,9,0.0,0,8,1
2025,8,10,17.0,0,8,1
2025,8,11,18.0,0,8,1
2025,8,12,8.5,0,8,1
2025,8,13,0.0,0,8,1
2025,8,14,0,1,8,1
2025,8,15,0.0,0,8,1
2025,8,16,0,1,8,1
2025,8,17,0,1,8,1
2025,8,18,0,1,8,1
2025,8,19,0.0,0,8,1
2025,8,20,8.0,0,8,1
2025,8,21,0,1,8,1
2025,8,22,0,1,8,1
2025,8,23,0,1,8,1
2025,8,24,0,1,8,1
2025,8,25,0.0,0,8,1
2025,8,26,0,1,8,1
2025,8,27,58.5,0,8,1
2025,8,28,1.5,0,8,1
2025,8,29,0,1,8,1
2025,8,30,0,1,8,1
2025,8,31,0,1,8,1
2025,9,1,0,1,8,1
2025,9,2,7.0,0,8,1
2025,9,3,0,1,8,1
2025,9,4,1.0,0,8,1
2025,9,5,34.0,0,8,1
2025,9,6,0,1,8,1
2025,9,7,8.0,0,8,1
2025,9,8,0.0,0,8,1
2025,9,9,0.0,0,8,1
2025,9,10,8.0,0,8,1
2025,9,11,2.0,0,8,1
2025,9,12,66.5,0,8,1
2025,9,13,0.5,0,8,1
2025,9,14,2.5,0,8,1
2025,9,15,0,1,8,1
2025,9,16,0.0,0,8,1
2025,9,17,19.0,0,8,1
2025,9,18,4.5,0,8,1
2025,9,19,2.0,0,8,1
2025,9,20,4.5,0,8,1
2025,9,21,5.5,0,8,1
2025,9,22,0.5,0,8,1
2025,9,23,0.0,0,8,1
2025,9,24,0.0,0,8,1
2025,9,25,1.5,0,8,1
2025,9,26,3.5,0,8,1
2025,9,27,0,1,8,1
2025,9,28,1.5,0,8,1
2025,9,29,3.0,0,8,1
2025,9,30,0,1,8,1
2025,10,1,1.5,0,8,1
2025,10,2,0,1,8,1
2025,10,3,5.0,0,8,1
2025,10,4,26.0,0,8,1
2025,10,5,15.0,0,8,1
2025,10,6,6.0,0,8,1
2025,10,7,0,1,8,1
2025,10,8,0.0,0,8,1
2025,10,9,0.0,0,8,1
2025,10,10,0,1,8,1
2025,10,11,0,1,8,1
2025,10,12,1.0,0,8,1
2025,10,13,12.0,0,8,1
2025,10,14,28.5,0,8,1
2025,10,15,5.5,0,8,1
2025,10,16,13.0,0,8,1
2025,10,17,1.0,0,8,1
2025,10,18,7.0,0,8,1
2025,10,19,10.5,0,8,1
2025,10,20,7.5,0,8,1
2025,10,21,0.5,0,8,1
2025,10,22,0.0,0,8,1
2025,10,23,0.0,0,8,1
2025,10,24,0,1,8,1
2025,10,25,16.0,0,8,1
2025,10,26,36.5,0,8,1
2025,10,27,0.5,0,8,1
2025,10,28,1.5,0,8,1
2025,10,29,0.0,0,5,1
2025,10,30,0,1,8,1
2025,10,31,30.5,0,8,1
2025,11,1,1.5,0,8,1
2025,11,2,0.0,0,8,1
2025,11,3,2.5,0,8,1
2025,11,4,0,1,8,1
2025,11,5,0,1,8,1
2025,11,6,0.0,0,8,1
2025,11,7,0,1,8,1
2025,11,8,0,1,8,1
2025,11,9,17.5,0,8,1
2025,11,10,2.5,0,8,1
2025,11,11,0.0,0,8,1
2025,11,12,0,1,8,1
2025,11,13,0,1,8,1
2025,11,14,0.0,0,8,1
2025,11,15,0,1,8,1
2025,11,16,0,1,8,1
2025,11,17,0.0,0,8,1
2025,11,18,18.0,0,8,1
2025,11,19,1.0,0,8,1
2025,11,20,0,1,8,1
2025,11,21,0.0,0,8,1
2025,11,22,0.0,0,5,1
2025,11,23,0,1,8,1
2025,11,24,0,1,8,1
2025,11,25,3.0,0,8,1
2025,11,26,8.0,0,8,1
2025,11,27,2.0,0,8,1
